gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,OnlineSecurity_bin,OnlineBackup_bin,DeviceProtection_bin,TechSupport_bin,StreamingTV_bin,StreamingMovies_bin,NumAddOnServices,HasSecuritySupport,HasStreaming,IsMonthToMonth,IsLongTermContract,IsAutoPayment,IsElectronicCheck,AvgChargePerMonth,ChargeGap,TenureGroup,TenureFlag_Short,HighMonthlyCharges,HighTotalCharges
Female,0,No,Yes,12,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,84.05,966.55,No,0,0,0,0,1,0,1,0,1,1,0,0,1,74.35,-42.049999999999955,0_12,1,1,0
Female,0,Yes,No,66,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,105.2,6936.85,No,0,1,1,0,1,1,4,0,1,1,0,0,1,103.53507462686568,-6.349999999999454,49_plus,0,1,1
Male,1,No,No,35,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,101.4,3496.3,Yes,0,0,1,0,1,1,3,0,1,1,0,0,1,97.11944444444445,-52.69999999999982,25_48,0,1,1
Male,1,Yes,No,10,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,89.8,914.3,Yes,0,0,1,0,0,1,2,0,1,1,0,0,1,83.11818181818181,16.299999999999955,0_12,1,1,0
Male,0,Yes,Yes,27,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),75.75,1929.0,No,0,0,0,0,0,0,0,0,0,1,0,1,0,68.89285714285714,-116.25,25_48,0,1,1
Female,0,No,No,58,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,95.3,5817.7,No,0,0,0,1,1,1,3,1,1,1,0,0,1,98.60508474576271,290.3000000000002,49_plus,0,1,1
Male,0,Yes,No,54,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),109.75,6110.2,Yes,1,1,1,1,1,1,6,1,1,0,1,1,0,111.09454545454545,183.69999999999982,49_plus,0,1,1
Male,0,No,No,9,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.85,178.8,No,0,0,0,0,0,0,0,0,0,1,0,0,0,17.880000000000003,0.15000000000000568,0_12,1,0,0
Male,0,No,No,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),19.3,28.3,Yes,0,0,0,0,0,0,0,0,0,0,1,1,0,9.433333333333334,-10.3,0_12,1,0,0
Male,0,No,No,6,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.1,435.0,No,0,0,0,0,0,0,0,0,0,1,0,0,1,62.142857142857146,20.400000000000034,0_12,1,0,0
Female,1,No,No,26,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,91.25,2351.8,Yes,0,0,0,0,1,1,2,0,1,1,0,0,1,87.10370370370372,-20.699999999999818,25_48,0,1,1
Female,0,No,No,9,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.25,186.15,No,0,0,0,0,0,0,0,0,0,1,0,0,0,18.615000000000002,3.9000000000000057,0_12,1,0,0
Male,0,Yes,No,8,Yes,No,DSL,No,Yes,Yes,No,No,No,Month-to-month,Yes,Mailed check,54.75,445.85,No,0,1,1,0,0,0,2,0,0,1,0,0,0,49.53888888888889,7.850000000000023,0_12,1,0,0
Male,0,No,No,12,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,81.45,912.0,No,0,0,0,0,1,0,1,0,1,1,0,0,1,70.15384615384616,-65.40000000000009,0_12,1,1,0
Female,0,No,No,15,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,49.1,679.55,Yes,0,0,0,0,0,0,0,0,0,1,0,0,1,42.471875,-56.950000000000045,13_24,0,0,0
Male,0,Yes,No,43,Yes,Yes,DSL,Yes,No,Yes,No,Yes,Yes,One year,Yes,Electronic check,80.2,3581.6,No,1,0,1,0,1,1,4,1,1,0,1,0,1,81.39999999999999,133.0,25_48,0,1,1
Male,0,No,No,42,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,100.3,4222.95,No,0,0,0,1,1,1,3,1,1,1,0,0,1,98.20813953488371,10.350000000000364,25_48,0,1,1
Female,0,No,No,31,Yes,Yes,DSL,Yes,No,Yes,Yes,No,No,Month-to-month,No,Credit card (automatic),65.25,1994.3,Yes,1,0,1,1,0,0,3,1,0,1,0,1,0,62.321875,-28.450000000000045,25_48,0,0,1
Female,0,No,Yes,66,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,No,No,Two year,Yes,Credit card (automatic),90.95,5930.05,No,1,0,1,1,0,0,3,1,0,0,1,1,0,88.50820895522388,-72.64999999999964,49_plus,0,1,1
Female,1,No,No,18,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,Yes,Electronic check,85.45,1505.85,Yes,0,1,0,1,0,0,2,1,0,1,0,0,1,79.25526315789473,-32.25000000000023,13_24,0,1,1
Male,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.0,20.0,No,0,0,0,0,0,0,0,0,0,1,0,0,0,10.0,0.0,0_12,1,0,0
Male,0,Yes,No,61,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,No,Two year,Yes,Electronic check,94.1,5638.3,Yes,0,1,0,1,1,0,3,1,1,0,1,0,1,90.94032258064516,-101.79999999999927,49_plus,0,1,1
Male,0,No,No,10,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Electronic check,79.85,797.25,No,0,1,0,0,0,0,1,0,0,1,0,0,1,72.47727272727273,-1.25,0_12,1,1,0
Male,1,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,71.65,71.65,Yes,0,0,0,0,0,0,0,0,0,1,0,0,1,35.825,0.0,0_12,1,1,0
Female,1,No,No,18,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,73.55,1359.45,No,0,1,0,0,0,0,1,0,0,1,0,0,1,71.55,35.55000000000018,13_24,0,1,0
Male,0,Yes,No,24,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,104.65,2542.45,Yes,0,1,1,0,1,1,4,0,1,1,0,0,1,101.698,30.849999999999454,13_24,0,1,1
Female,0,Yes,Yes,3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.3,54.7,No,0,0,0,0,0,0,0,0,0,1,0,0,0,13.675,-3.200000000000003,0_12,1,0,0
Male,0,No,No,50,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),20.15,989.05,No,0,0,0,0,0,0,0,0,0,0,1,1,0,19.39313725490196,-18.449999999999932,49_plus,0,0,0
Male,0,Yes,Yes,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,44.55,44.55,No,0,0,0,0,0,0,0,0,0,1,0,0,1,22.275,0.0,0_12,1,0,0
Male,0,No,No,2,Yes,No,DSL,Yes,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,54.45,87.3,No,1,0,0,1,0,0,2,1,0,1,0,0,0,29.099999999999998,-21.60000000000001,0_12,1,0,0
Male,0,No,No,17,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),19.65,351.55,No,0,0,0,0,0,0,0,0,0,0,1,1,0,19.530555555555555,17.500000000000057,13_24,0,0,0
Male,0,Yes,Yes,69,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Two year,Yes,Electronic check,105.0,7297.75,No,0,1,1,0,1,1,4,0,1,0,1,0,1,104.25357142857143,52.75,49_plus,0,1,1
Male,0,Yes,No,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),88.7,6301.7,No,1,1,1,1,1,1,6,1,1,0,1,1,0,86.32465753424657,-84.70000000000073,49_plus,0,1,1
Female,0,No,No,3,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,74.25,210.3,Yes,0,0,0,0,0,0,0,0,0,1,0,0,1,52.575,-12.449999999999989,0_12,1,1,0
Male,1,Yes,Yes,50,Yes,Yes,DSL,Yes,Yes,Yes,No,No,Yes,Two year,Yes,Bank transfer (automatic),75.15,3822.45,No,1,1,1,0,0,1,4,1,1,0,1,1,0,74.95,64.94999999999936,49_plus,0,1,1
Female,0,No,No,53,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,20.25,1048.45,No,0,0,0,0,0,0,0,0,0,0,1,0,0,19.41574074074074,-24.799999999999955,49_plus,0,0,0
Female,0,Yes,No,58,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),109.1,6393.65,No,1,1,0,1,1,1,5,1,1,0,1,1,0,108.36694915254236,65.85000000000036,49_plus,0,1,1
Male,0,No,No,46,No,No phone service,DSL,Yes,No,No,No,No,No,One year,Yes,Bank transfer (automatic),30.75,1489.3,No,1,0,0,0,0,0,1,1,0,0,1,1,0,31.68723404255319,74.79999999999995,25_48,0,0,1
Male,1,Yes,No,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),112.9,8061.5,No,1,1,1,1,1,1,6,1,1,1,0,1,0,110.43150684931507,-67.30000000000018,49_plus,0,1,1
Female,1,No,No,1,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,74.2,74.2,Yes,0,0,0,0,0,0,0,0,0,1,0,0,1,37.1,0.0,0_12,1,1,0
Female,0,Yes,Yes,6,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Mailed check,94.05,518.75,No,0,1,1,0,1,0,3,0,1,1,0,0,0,74.10714285714286,-45.549999999999955,0_12,1,1,0
Male,0,Yes,No,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,Two year,No,Bank transfer (automatic),78.85,5763.15,No,1,1,1,1,0,1,5,1,1,0,1,1,0,78.9472602739726,85.94999999999982,49_plus,0,1,1
Male,0,No,No,4,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,55.3,238.5,No,0,0,0,0,0,1,1,0,1,1,0,0,0,47.7,17.30000000000001,0_12,1,0,0
Female,0,Yes,Yes,52,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.35,1031.7,No,0,0,0,0,0,0,0,0,0,0,1,0,0,19.466037735849056,25.5,49_plus,0,0,0
Female,0,No,No,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,20.45,34.8,No,0,0,0,0,0,0,0,0,0,0,1,0,0,11.6,-6.100000000000001,0_12,1,0,0
Female,0,Yes,No,65,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),19.35,1319.95,No,0,0,0,0,0,0,0,0,0,0,1,1,0,19.999242424242425,62.200000000000045,49_plus,0,0,0
Male,1,Yes,No,43,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,101.0,4388.4,Yes,0,1,0,0,1,1,3,0,1,1,0,0,1,99.73636363636363,45.399999999999636,25_48,0,1,1
Male,0,Yes,No,4,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,100.2,420.2,Yes,0,1,0,0,1,1,3,0,1,1,0,0,1,84.03999999999999,19.399999999999977,0_12,1,1,0
Male,1,Yes,No,25,Yes,Yes,Fiber optic,Yes,No,No,No,No,Yes,One year,Yes,Electronic check,89.05,2177.45,Yes,1,0,0,0,0,1,2,1,1,0,1,0,1,83.74807692307692,-48.80000000000018,25_48,0,1,1
Female,0,Yes,No,51,Yes,Yes,DSL,No,Yes,No,Yes,Yes,Yes,One year,Yes,Credit card (automatic),78.65,3950.85,No,0,1,0,1,1,1,4,1,1,0,1,1,0,75.97788461538461,-60.30000000000018,49_plus,0,1,1
Male,0,No,No,12,Yes,Yes,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),74.75,827.05,No,0,0,1,0,1,1,3,0,1,1,0,1,0,63.61923076923077,-69.95000000000005,0_12,1,1,0
Female,0,Yes,Yes,57,Yes,No,DSL,Yes,No,No,No,Yes,Yes,One year,Yes,Bank transfer (automatic),70.1,3913.3,Yes,1,0,0,0,1,1,3,1,1,0,1,1,0,67.47068965517242,-82.39999999999964,49_plus,0,0,1
Female,0,Yes,Yes,24,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,19.9,533.5,No,0,0,0,0,0,0,0,0,0,0,1,0,0,21.34,55.900000000000034,13_24,0,0,0
Female,0,Yes,No,64,Yes,Yes,DSL,No,No,Yes,Yes,No,No,One year,No,Bank transfer (automatic),58.35,3756.45,No,0,0,1,1,0,0,2,1,0,0,1,1,0,57.79153846153846,22.049999999999727,49_plus,0,0,1
Female,0,No,No,4,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,105.65,443.9,Yes,0,1,1,1,1,1,5,1,1,0,1,0,1,88.78,21.299999999999955,0_12,1,1,0
Female,0,No,No,26,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),100.5,2599.95,No,0,0,1,0,1,1,3,0,1,1,0,1,0,96.29444444444444,-13.050000000000182,25_48,0,1,1
Female,0,Yes,Yes,15,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.05,284.3,No,0,0,0,0,0,0,0,0,0,1,0,0,0,17.76875,-16.44999999999999,13_24,0,0,0
Male,1,Yes,No,64,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),25.65,1740.8,No,0,0,0,0,0,0,0,0,0,0,1,1,0,26.78153846153846,99.20000000000005,49_plus,0,0,1
Male,1,Yes,No,36,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,96.5,3436.1,Yes,0,1,0,0,1,1,3,0,1,1,0,0,1,92.86756756756756,-37.90000000000009,25_48,0,1,1
Female,0,Yes,No,27,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Credit card (automatic),95.0,2462.55,No,0,0,0,0,1,1,2,0,1,1,0,1,0,87.94821428571429,-102.44999999999982,25_48,0,1,1
Male,1,Yes,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Mailed check,70.85,70.85,Yes,0,0,0,0,0,0,0,0,0,1,0,0,0,35.425,0.0,0_12,1,1,0
Female,0,No,No,35,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,One year,Yes,Credit card (automatic),85.95,3110.1,Yes,1,0,1,1,1,1,5,1,1,0,1,1,0,86.39166666666667,101.84999999999991,25_48,0,1,1
Male,0,No,No,4,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,73.9,280.85,Yes,0,0,1,0,0,0,1,0,0,1,0,0,1,56.17,-14.75,0_12,1,1,0
Female,0,Yes,Yes,8,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,45.45,411.75,No,0,0,0,0,0,0,0,0,0,1,0,0,1,45.75,48.14999999999998,0_12,1,0,0
Male,0,No,No,10,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),20.0,198.6,No,0,0,0,0,0,0,0,0,0,1,0,1,0,18.054545454545455,-1.4000000000000057,0_12,1,0,0
Female,0,No,No,2,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,No,Mailed check,49.2,103.7,No,0,1,0,0,0,0,1,0,0,1,0,0,0,34.56666666666667,5.299999999999997,0_12,1,0,0
Female,0,Yes,No,58,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),109.45,6144.55,Yes,1,1,1,0,1,1,5,1,1,0,1,1,0,104.14491525423729,-203.55000000000018,49_plus,0,1,1
Male,0,Yes,No,51,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),83.25,4089.45,No,1,1,1,1,1,1,6,1,1,0,1,1,0,78.64326923076922,-156.30000000000018,49_plus,0,1,1
Female,0,Yes,Yes,46,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,19.25,864.2,No,0,0,0,0,0,0,0,0,0,0,1,0,0,18.387234042553192,-21.299999999999955,25_48,0,0,0
Male,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),19.65,19.65,No,0,0,0,0,0,0,0,0,0,1,0,1,0,9.825,0.0,0_12,1,0,0
Male,0,No,No,46,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),72.8,3249.4,No,0,0,0,0,0,0,0,0,0,1,0,1,0,69.13617021276596,-99.39999999999964,25_48,0,1,1
Female,0,Yes,No,50,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),109.65,5405.8,No,1,1,0,1,1,1,5,1,1,1,0,1,0,105.99607843137255,-76.69999999999982,49_plus,0,1,1
Male,0,Yes,Yes,53,Yes,No,DSL,No,Yes,No,Yes,Yes,No,Month-to-month,No,Credit card (automatic),65.0,3363.8,No,0,1,0,1,1,0,3,1,1,1,0,1,0,62.2925925925926,-81.19999999999982,49_plus,0,0,1
Male,0,Yes,No,61,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,114.1,7132.15,No,0,1,1,1,1,1,5,1,1,1,0,0,1,115.03467741935484,172.05000000000018,49_plus,0,1,1
Male,0,No,No,5,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),20.65,93.55,No,0,0,0,0,0,0,0,0,0,1,0,1,0,15.591666666666667,-9.700000000000003,0_12,1,0,0
Male,0,No,No,47,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),86.95,4138.9,No,1,1,1,1,1,1,6,1,1,0,1,1,0,86.22708333333333,52.249999999999545,25_48,0,1,1
Female,0,No,No,54,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,One year,Yes,Bank transfer (automatic),94.75,5121.75,No,0,1,1,0,1,0,3,0,1,0,1,1,0,93.12272727272727,5.25,49_plus,0,1,1
Male,0,No,Yes,19,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),25.35,566.1,No,0,0,0,0,0,0,0,0,0,1,0,1,0,28.305,84.44999999999999,13_24,0,0,0
Female,0,No,Yes,26,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,105.45,2715.3,No,0,1,1,1,1,1,5,1,1,0,1,0,1,100.56666666666668,-26.40000000000009,25_48,0,1,1
Male,0,Yes,Yes,70,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,25.4,1782.05,No,0,0,0,0,0,0,0,0,0,0,1,0,0,25.099295774647885,4.0499999999999545,49_plus,0,0,1
Male,0,Yes,No,17,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,102.55,1742.5,No,0,1,1,0,1,1,4,0,1,1,0,0,1,96.80555555555556,-0.849999999999909,13_24,0,1,1
Female,0,No,No,30,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,100.2,2983.8,Yes,0,1,0,0,1,1,3,0,1,1,0,0,1,96.25161290322582,-22.199999999999818,25_48,0,1,1
Female,0,No,Yes,1,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,24.0,24.0,No,0,0,0,0,0,0,0,0,0,1,0,0,0,12.0,0.0,0_12,1,0,0
Female,0,Yes,Yes,19,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,25.6,485.9,No,0,0,0,0,0,0,0,0,0,0,1,0,0,24.294999999999998,-0.5000000000000568,13_24,0,0,0
Female,0,Yes,No,26,Yes,No,DSL,No,Yes,Yes,No,Yes,Yes,Two year,Yes,Credit card (automatic),73.5,1905.7,No,0,1,1,0,1,1,4,0,1,0,1,1,0,70.58148148148149,-5.2999999999999545,25_48,0,1,1
Female,0,Yes,Yes,21,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),74.05,1565.7,Yes,0,1,0,0,0,0,1,0,0,1,0,1,0,71.16818181818182,10.650000000000091,13_24,0,1,1
Male,0,Yes,No,50,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,One year,Yes,Electronic check,98.25,4858.7,No,0,1,0,0,1,1,3,0,1,0,1,0,1,95.26862745098039,-53.80000000000018,49_plus,0,1,1
Female,0,Yes,No,68,No,No phone service,DSL,Yes,No,Yes,No,Yes,Yes,One year,Yes,Electronic check,54.4,3723.65,No,1,0,1,0,1,1,4,1,1,0,1,0,1,53.96594202898551,24.450000000000273,49_plus,0,0,1
Male,0,No,No,3,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),101.55,298.35,Yes,0,0,1,0,1,1,3,0,1,1,0,1,0,74.5875,-6.2999999999999545,0_12,1,1,0
Male,0,Yes,Yes,9,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,No,Electronic check,103.1,970.45,No,0,0,1,1,1,1,4,1,1,1,0,0,1,97.045,42.55000000000007,0_12,1,1,0
Female,0,Yes,Yes,51,No,No phone service,DSL,Yes,No,No,Yes,No,No,Two year,No,Bank transfer (automatic),34.2,1782.0,No,1,0,0,1,0,0,2,1,0,0,1,1,0,34.26923076923077,37.799999999999955,49_plus,0,0,1
Female,0,No,No,9,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,43.75,405.7,No,0,0,0,0,0,0,0,0,0,1,0,0,1,40.57,11.949999999999989,0_12,1,0,0
Male,1,Yes,Yes,41,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,111.95,4534.9,Yes,0,1,1,1,1,1,5,1,1,0,1,0,1,107.97380952380952,-55.05000000000018,25_48,0,1,1
Male,0,No,No,22,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,100.65,2415.95,No,0,1,0,0,1,1,3,0,1,1,0,0,1,105.04130434782608,201.64999999999964,13_24,0,1,1
Female,0,Yes,Yes,21,No,No phone service,DSL,Yes,No,Yes,No,Yes,Yes,One year,Yes,Electronic check,55.95,1157.05,Yes,1,0,1,0,1,1,4,1,1,0,1,0,1,52.59318181818182,-17.90000000000009,13_24,0,0,0
Male,0,Yes,Yes,71,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),116.05,8297.5,No,1,1,1,1,1,1,6,1,1,0,1,1,0,115.24305555555556,57.95000000000073,49_plus,0,1,1
Male,0,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,45.75,45.75,Yes,0,0,0,0,0,0,0,0,0,1,0,0,1,22.875,0.0,0_12,1,0,0
Male,0,Yes,Yes,26,Yes,Yes,DSL,No,No,Yes,Yes,Yes,Yes,One year,Yes,Credit card (automatic),82.0,2083.1,No,0,0,1,1,1,1,4,1,1,0,1,1,0,77.15185185185184,-48.90000000000009,25_48,0,1,1
Male,0,Yes,No,71,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No,Two year,No,Bank transfer (automatic),65.15,4681.75,No,1,1,0,1,0,0,3,1,0,0,1,1,0,65.02430555555556,56.099999999999454,49_plus,0,0,1
Male,0,No,No,4,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),44.8,176.2,No,0,0,0,0,0,0,0,0,0,1,0,1,0,35.239999999999995,-3.0,0_12,1,0,0
Female,0,No,No,12,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,79.8,1001.2,No,1,0,0,0,0,0,1,1,0,1,0,0,1,77.01538461538462,43.600000000000136,0_12,1,1,0
Female,0,Yes,No,18,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,88.85,1594.75,No,0,0,0,1,1,0,2,1,1,1,0,0,1,83.9342105263158,-4.5499999999999545,13_24,0,1,1
Female,0,No,No,3,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,74.95,212.4,No,0,0,0,0,0,0,0,0,0,1,0,0,1,53.1,-12.450000000000017,0_12,1,1,0
Female,1,Yes,No,72,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,One year,Yes,Bank transfer (automatic),106.85,7677.4,No,1,1,0,0,1,1,4,1,1,0,1,1,0,105.16986301369863,-15.800000000000182,49_plus,0,1,1
Male,0,No,No,11,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Electronic check,74.95,815.5,Yes,0,1,0,0,0,0,1,0,0,1,0,0,1,67.95833333333333,-8.950000000000045,0_12,1,1,0
Female,0,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Credit card (automatic),80.15,80.15,Yes,0,0,0,0,0,1,1,0,1,1,0,1,0,40.075,0.0,0_12,1,1,0
Male,0,No,No,13,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),19.3,259.65,No,0,0,0,0,0,0,0,0,0,0,1,1,0,18.54642857142857,8.749999999999972,13_24,0,0,0
Female,0,Yes,No,72,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,109.25,8109.8,Yes,0,1,1,1,1,1,5,1,1,0,1,0,1,111.09315068493152,243.80000000000018,49_plus,0,1,1
Male,0,Yes,No,42,Yes,Yes,DSL,Yes,No,No,No,No,No,One year,No,Credit card (automatic),56.1,2386.85,No,1,0,0,0,0,0,1,1,0,0,1,1,0,55.50813953488372,30.649999999999636,25_48,0,0,1
Female,0,No,No,17,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),19.7,340.35,No,0,0,0,0,0,0,0,0,0,1,0,1,0,18.908333333333335,5.4500000000000455,13_24,0,0,0
