gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,OnlineSecurity_bin,OnlineBackup_bin,DeviceProtection_bin,TechSupport_bin,StreamingTV_bin,StreamingMovies_bin,NumAddOnServices,HasSecuritySupport,HasStreaming,IsMonthToMonth,IsLongTermContract,IsAutoPayment,IsElectronicCheck,AvgChargePerMonth,ChargeGap,TenureGroup,MonthlyCharges_IsMonthToMonth,MonthlyCharges_SeniorCitizen,Tenure_MonthlyCharges
Male,1,No,No,13,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,90.5,1201.15,0,0,0,0,1,1,2,0,1,1,0,0,1,85.79642857142858,24.65000000000009,13_24,90.5,90.5,1176.5
Female,0,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,45.95,45.95,0,0,0,0,0,0,0,0,0,1,0,0,0,22.975,0.0,0_12,45.95,0.0,45.95
Male,0,No,No,7,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,19.4,168.65,0,0,0,0,0,0,0,0,0,1,0,0,0,21.08125,32.85000000000002,0_12,19.4,0.0,135.79999999999998
Male,0,Yes,No,67,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,One year,Yes,Bank transfer (automatic),88.4,5798.3,0,1,0,0,1,0,2,0,1,0,1,1,0,85.26911764705882,-124.5,49_plus,0.0,0.0,5922.8
Male,0,Yes,Yes,37,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,92.95,3415.25,0,1,1,0,1,0,3,0,1,1,0,0,1,89.875,-23.90000000000009,25_48,92.95,0.0,3439.15
Female,0,Yes,Yes,13,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,20.45,254.5,0,0,0,0,0,0,0,0,0,1,0,0,0,18.178571428571427,-11.349999999999966,13_24,20.45,0.0,265.84999999999997
Male,0,No,No,26,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,19.4,525.55,0,0,0,0,0,0,0,0,0,0,1,0,0,19.46481481481481,21.149999999999977,25_48,0.0,0.0,504.4
Female,0,No,No,61,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Electronic check,89.65,5308.7,1,1,1,1,1,1,6,1,1,0,1,0,1,85.6241935483871,-159.95000000000073,49_plus,0.0,0.0,5468.650000000001
Female,0,Yes,No,15,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,51.1,711.15,0,0,0,0,0,0,0,0,0,1,0,0,1,44.446875,-55.35000000000002,13_24,51.1,0.0,766.5
Female,0,Yes,Yes,68,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),85.3,5560.0,0,1,1,1,1,1,5,1,1,0,1,1,0,80.57971014492753,-240.39999999999964,49_plus,0.0,0.0,5800.4
Male,0,Yes,Yes,13,Yes,No,DSL,No,Yes,Yes,Yes,No,No,Month-to-month,No,Bank transfer (automatic),61.8,750.1,0,1,1,1,0,0,3,1,0,1,0,1,0,53.57857142857143,-53.299999999999955,13_24,61.8,0.0,803.4
Female,1,No,No,5,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,78.95,378.4,0,0,0,0,0,1,1,0,1,1,0,0,1,63.06666666666666,-16.350000000000023,0_12,78.95,78.95,394.75
Male,1,Yes,No,16,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,98.75,1587.55,0,0,1,0,1,1,3,0,1,1,0,0,1,93.38529411764705,7.5499999999999545,13_24,98.75,98.75,1580.0
Male,0,No,No,2,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,45.85,81.0,0,0,0,0,0,0,0,0,0,1,0,0,0,27.0,-10.700000000000003,0_12,45.85,0.0,91.7
Female,0,Yes,Yes,4,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,97.95,384.5,0,1,0,0,1,1,3,0,1,1,0,0,1,76.9,-7.300000000000011,0_12,97.95,0.0,391.8
Male,1,Yes,No,7,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,101.95,700.85,0,0,1,0,1,1,3,0,1,1,0,0,1,87.60625,-12.799999999999955,0_12,101.95,101.95,713.65
Female,0,No,No,1,No,No phone service,DSL,No,No,No,No,No,No,One year,No,Mailed check,25.85,25.85,0,0,0,0,0,0,0,0,0,0,1,0,0,12.925,0.0,0_12,0.0,0.0,25.85
Female,0,Yes,Yes,23,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),20.4,478.75,0,0,0,0,0,0,0,0,0,0,1,1,0,19.947916666666668,9.550000000000011,13_24,0.0,0.0,469.2
Male,0,Yes,No,9,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Mailed check,94.85,890.6,0,1,1,1,1,0,4,1,1,1,0,0,0,89.06,36.950000000000045,0_12,94.85,0.0,853.65
Female,1,Yes,Yes,60,Yes,No,DSL,Yes,Yes,Yes,Yes,No,Yes,One year,Yes,Credit card (automatic),74.85,4456.35,1,1,1,1,0,1,5,1,1,0,1,1,0,73.05491803278689,-34.649999999999636,49_plus,0.0,74.85,4491.0
Female,0,Yes,No,71,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),89.3,6388.65,1,1,1,1,1,1,6,1,1,0,1,1,0,88.73124999999999,48.349999999999454,49_plus,0.0,0.0,6340.3
Female,0,No,No,4,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),70.9,273.0,0,0,0,0,0,0,0,0,0,1,0,1,0,54.6,-10.600000000000023,0_12,70.9,0.0,283.6
Female,0,Yes,Yes,67,No,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,No,Two year,No,Credit card (automatic),54.2,3623.95,1,1,1,1,1,0,5,1,1,0,1,1,0,53.29338235294117,-7.450000000000273,49_plus,0.0,0.0,3631.4
Female,0,Yes,Yes,33,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,One year,Yes,Mailed check,103.7,3467.0,1,0,1,0,1,1,4,1,1,0,1,0,0,101.97058823529412,44.90000000000009,25_48,0.0,0.0,3422.1
Female,1,Yes,No,8,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,84.0,613.4,0,0,0,0,0,1,1,0,1,1,0,0,1,68.15555555555555,-58.60000000000002,0_12,84.0,84.0,672.0
Male,1,Yes,Yes,71,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),105.1,7548.1,1,1,0,0,1,1,4,1,1,1,0,1,0,104.83472222222223,86.00000000000091,49_plus,105.1,105.1,7462.099999999999
Male,0,Yes,Yes,4,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,101.15,385.9,0,0,1,0,1,1,3,0,1,1,0,0,1,77.17999999999999,-18.700000000000045,0_12,101.15,0.0,404.6
Male,0,No,No,3,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,No,Mailed check,55.15,159.15,0,0,0,0,1,0,1,0,1,1,0,0,0,39.7875,-6.299999999999983,0_12,55.15,0.0,165.45
Male,0,Yes,Yes,72,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,No,Two year,No,Bank transfer (automatic),90.45,6565.85,0,1,1,1,0,0,3,1,0,0,1,1,0,89.94315068493151,53.44999999999982,49_plus,0.0,0.0,6512.400000000001
Female,0,No,Yes,25,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),20.05,471.7,0,0,0,0,0,0,0,0,0,1,0,1,0,18.142307692307693,-29.55000000000001,25_48,20.05,0.0,501.25
Female,1,Yes,No,16,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),85.35,1375.15,0,0,0,0,0,1,1,0,1,1,0,1,0,80.89117647058823,9.550000000000182,13_24,85.35,85.35,1365.6
Male,1,Yes,No,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,Yes,Two year,Yes,Credit card (automatic),102.65,7550.3,1,1,1,0,0,1,4,1,1,0,1,1,0,103.42876712328767,159.5,49_plus,0.0,102.65,7390.8
Male,1,No,No,49,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,96.2,4718.25,0,0,0,0,1,1,2,0,1,1,0,0,1,94.365,4.449999999999818,49_plus,96.2,96.2,4713.8
Female,0,Yes,No,9,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,No,Mailed check,50.85,466.6,0,1,0,0,0,0,1,0,0,1,0,0,0,46.660000000000004,8.949999999999989,0_12,50.85,0.0,457.65000000000003
Male,1,No,No,64,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,One year,No,Electronic check,102.1,6688.1,0,0,1,1,1,1,4,1,1,0,1,0,1,102.89384615384616,153.70000000000073,49_plus,0.0,102.1,6534.4
Female,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.85,19.85,0,0,0,0,0,0,0,0,0,1,0,0,0,9.925,0.0,0_12,19.85,0.0,19.85
Female,0,No,No,56,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),105.45,5916.95,0,1,0,1,1,1,4,1,1,1,0,1,0,103.80614035087719,11.75,49_plus,105.45,0.0,5905.2
Female,0,Yes,No,49,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,Two year,No,Credit card (automatic),106.65,5174.35,1,1,1,1,0,1,5,1,1,0,1,1,0,103.48700000000001,-51.5,49_plus,0.0,0.0,5225.85
Female,1,No,No,2,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,78.55,149.55,0,0,1,0,0,0,1,0,0,1,0,0,1,49.85,-7.549999999999983,0_12,78.55,78.55,157.1
Female,0,Yes,No,71,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),24.65,1710.15,0,0,0,0,0,0,0,0,0,0,1,1,0,23.752083333333335,-39.99999999999977,49_plus,0.0,0.0,1750.1499999999999
Male,0,No,Yes,71,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,No,One year,Yes,Credit card (automatic),85.45,6028.95,1,1,0,0,0,0,2,1,0,0,1,1,0,83.73541666666667,-38.0,49_plus,0.0,0.0,6066.95
Male,0,Yes,Yes,31,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,25.75,755.6,0,0,0,0,0,0,0,0,0,0,1,0,0,23.6125,-42.64999999999998,25_48,0.0,0.0,798.25
Male,0,No,No,6,Yes,Yes,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),87.95,522.35,0,0,0,1,0,1,2,1,1,1,0,1,0,74.62142857142858,-5.350000000000023,0_12,87.95,0.0,527.7
Female,0,Yes,Yes,43,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,20.0,817.95,0,0,0,0,0,0,0,0,0,0,1,0,0,18.589772727272727,-42.049999999999955,25_48,0.0,0.0,860.0
Female,0,No,No,40,No,No phone service,DSL,Yes,No,No,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),54.55,2236.2,1,0,0,1,1,1,4,1,1,0,1,1,0,54.541463414634144,54.19999999999982,25_48,0.0,0.0,2182.0
Male,0,Yes,Yes,28,Yes,Yes,DSL,No,Yes,No,No,No,Yes,Month-to-month,No,Electronic check,64.4,1802.15,0,1,0,0,0,1,2,0,1,1,0,0,1,62.143103448275866,-1.050000000000182,25_48,64.4,0.0,1803.2000000000003
Male,0,No,No,2,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,24.3,38.45,0,0,0,0,0,0,0,0,0,1,0,0,0,12.816666666666668,-10.149999999999999,0_12,24.3,0.0,48.6
Female,0,No,No,14,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),71.0,914.0,0,0,0,0,0,0,0,0,0,1,0,1,0,60.93333333333333,-80.0,13_24,71.0,0.0,994.0
Male,0,No,No,1,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Mailed check,48.55,48.55,1,0,0,0,0,0,1,1,0,1,0,0,0,24.275,0.0,0_12,48.55,0.0,48.55
Female,0,No,No,53,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Mailed check,100.3,5200.8,0,1,1,0,1,1,4,0,1,0,1,0,0,96.31111111111112,-115.09999999999945,49_plus,0.0,0.0,5315.9
Male,0,No,No,65,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,109.15,6941.2,0,1,1,1,1,1,5,1,1,1,0,0,1,105.16969696969697,-153.55000000000018,49_plus,109.15,0.0,7094.75
Male,0,No,Yes,29,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,Yes,One year,No,Credit card (automatic),100.55,2830.45,0,1,1,1,0,1,4,1,1,0,1,1,0,94.34833333333333,-85.5,25_48,0.0,0.0,2915.95
Male,0,No,Yes,33,No,No phone service,DSL,Yes,No,No,Yes,No,No,One year,No,Credit card (automatic),34.05,1113.95,1,0,0,1,0,0,2,1,0,0,1,1,0,32.76323529411765,-9.699999999999818,25_48,0.0,0.0,1123.6499999999999
Female,0,Yes,Yes,11,No,No phone service,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,29.6,346.45,1,0,0,0,0,0,1,1,0,1,0,0,1,28.870833333333334,20.849999999999966,0_12,29.6,0.0,325.6
Female,0,No,No,3,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,74.55,233.65,1,0,0,0,0,0,1,1,0,1,0,0,1,58.4125,10.000000000000028,0_12,74.55,0.0,223.64999999999998
Male,0,No,Yes,68,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),86.5,5882.75,1,1,0,1,1,1,5,1,1,0,1,1,0,85.2572463768116,0.75,49_plus,0.0,0.0,5882.0
Male,0,Yes,Yes,65,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),24.75,1715.1,0,0,0,0,0,0,0,0,0,0,1,1,0,25.986363636363635,106.34999999999991,49_plus,0.0,0.0,1608.75
Female,0,No,No,8,Yes,Yes,DSL,Yes,Yes,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),65.5,573.15,1,1,1,0,0,0,3,1,0,1,0,1,0,63.68333333333333,49.14999999999998,0_12,65.5,0.0,524.0
Female,0,No,No,44,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),84.8,3862.55,0,1,1,0,0,0,2,0,0,1,0,1,0,85.83444444444444,131.35000000000036,25_48,84.8,0.0,3731.2
Male,0,No,Yes,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.85,19.85,0,0,0,0,0,0,0,0,0,1,0,0,0,9.925,0.0,0_12,19.85,0.0,19.85
Female,1,No,No,5,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Mailed check,84.85,415.55,0,0,1,0,1,0,2,0,1,1,0,0,0,69.25833333333334,-8.699999999999989,0_12,84.85,84.85,424.25
Male,0,Yes,Yes,30,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,94.4,2838.7,1,1,0,0,1,0,3,1,1,1,0,0,1,91.57096774193548,6.699999999999818,25_48,94.4,0.0,2832.0
Male,0,No,Yes,41,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,111.15,4507.15,1,1,1,1,1,1,6,1,1,0,1,0,1,107.31309523809523,-50.00000000000091,25_48,0.0,0.0,4557.150000000001
Male,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),20.05,20.05,0,0,0,0,0,0,0,0,0,1,0,1,0,10.025,0.0,0_12,20.05,0.0,20.05
Female,0,Yes,No,51,Yes,No,DSL,Yes,Yes,No,Yes,No,No,One year,Yes,Bank transfer (automatic),60.5,3145.15,1,1,0,1,0,0,3,1,0,0,1,1,0,60.48365384615385,59.65000000000009,49_plus,0.0,0.0,3085.5
Male,0,Yes,No,14,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,85.15,1139.2,0,0,0,0,0,1,1,0,1,1,0,0,1,75.94666666666667,-52.90000000000009,13_24,85.15,0.0,1192.1000000000001
Male,1,Yes,No,60,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,99.0,6017.9,0,0,0,1,1,1,3,1,1,1,0,0,1,98.65409836065574,77.89999999999964,49_plus,99.0,99.0,5940.0
Male,0,No,No,28,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,105.7,2979.5,0,1,1,0,1,1,4,0,1,1,0,0,1,102.74137931034483,19.90000000000009,25_48,105.7,0.0,2959.6
Female,0,No,Yes,14,Yes,No,DSL,No,No,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),59.8,824.85,0,0,1,0,1,0,2,0,1,1,0,1,0,54.99,-12.349999999999909,13_24,59.8,0.0,837.1999999999999
Male,0,No,No,5,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,74.65,383.65,0,1,0,0,0,0,1,0,0,1,0,0,1,63.94166666666666,10.399999999999977,0_12,74.65,0.0,373.25
Female,0,No,No,38,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,20.05,678.2,0,0,0,0,0,0,0,0,0,0,1,0,0,17.389743589743592,-83.69999999999993,25_48,0.0,0.0,761.9
Male,0,No,No,35,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),21.45,705.45,0,0,0,0,0,0,0,0,0,0,1,1,0,19.595833333333335,-45.299999999999955,25_48,0.0,0.0,750.75
Male,0,No,No,1,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,79.5,79.5,0,0,0,0,1,0,1,0,1,1,0,0,1,39.75,0.0,0_12,79.5,0.0,79.5
Female,0,No,No,58,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),79.8,4526.85,1,0,0,0,0,0,1,1,0,1,0,1,0,76.72627118644068,-101.54999999999927,49_plus,79.8,0.0,4628.4
Female,0,No,No,47,Yes,No,DSL,Yes,Yes,No,Yes,No,No,One year,Yes,Mailed check,58.9,2813.05,1,1,0,1,0,0,3,1,0,0,1,0,0,58.60520833333334,44.750000000000455,25_48,0.0,0.0,2768.2999999999997
Female,0,No,No,29,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),100.55,2878.75,0,0,1,0,1,1,3,0,1,1,0,1,0,95.95833333333333,-37.19999999999982,25_48,100.55,0.0,2915.95
Female,0,Yes,No,41,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),104.45,4162.05,1,1,1,0,1,1,5,1,1,0,1,1,0,99.09642857142858,-120.39999999999964,25_48,0.0,0.0,4282.45
Female,0,Yes,No,4,No,No phone service,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,29.05,129.6,1,0,0,0,0,0,1,1,0,1,0,0,1,25.919999999999998,13.399999999999991,0_12,29.05,0.0,116.2
Male,0,Yes,No,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),116.95,8594.4,1,1,1,1,1,1,6,1,1,0,1,1,0,117.73150684931507,174.0,49_plus,0.0,0.0,8420.4
Male,0,Yes,No,22,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),20.45,471.55,0,0,0,0,0,0,0,0,0,1,0,1,0,20.502173913043478,21.650000000000034,13_24,20.45,0.0,449.9
Male,0,Yes,No,65,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),20.4,1414.45,0,0,0,0,0,0,0,0,0,0,1,1,0,21.43106060606061,88.45000000000005,49_plus,0.0,0.0,1326.0
Male,0,Yes,No,25,No,No phone service,DSL,No,No,Yes,No,Yes,No,One year,Yes,Credit card (automatic),38.1,970.4,0,0,1,0,1,0,2,0,1,0,1,1,0,37.323076923076925,17.899999999999977,25_48,0.0,0.0,952.5
Male,0,No,No,66,Yes,No,DSL,Yes,Yes,No,No,No,No,One year,Yes,Mailed check,54.8,3465.7,1,1,0,0,0,0,2,1,0,0,1,0,0,51.72686567164179,-151.0999999999999,49_plus,0.0,0.0,3616.7999999999997
Female,0,Yes,No,69,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),24.25,1641.8,0,0,0,0,0,0,0,0,0,0,1,1,0,23.454285714285714,-31.450000000000045,49_plus,0.0,0.0,1673.25
Male,0,No,No,56,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,24.9,1334.0,0,0,0,0,0,0,0,0,0,0,1,0,1,23.403508771929825,-60.399999999999864,49_plus,0.0,0.0,1394.3999999999999
Male,0,No,No,38,Yes,No,DSL,Yes,Yes,No,Yes,Yes,No,One year,No,Mailed check,70.6,2708.2,1,1,0,1,1,0,4,1,1,0,1,0,0,69.44102564102563,25.40000000000009,25_48,0.0,0.0,2682.7999999999997
Male,0,No,No,3,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,92.0,266.8,0,0,0,0,1,1,2,0,1,1,0,0,1,66.7,-9.199999999999989,0_12,92.0,0.0,276.0
Female,0,Yes,Yes,71,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),23.9,1663.5,0,0,0,0,0,0,0,0,0,0,1,1,0,23.104166666666668,-33.399999999999864,49_plus,0.0,0.0,1696.8999999999999
Male,0,No,No,72,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,No,Two year,Yes,Bank transfer (automatic),75.1,5336.35,1,1,1,1,1,0,5,1,1,0,1,1,0,73.10068493150685,-70.84999999999945,49_plus,0.0,0.0,5407.2
Male,0,Yes,No,58,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,One year,No,Credit card (automatic),100.35,5681.1,0,0,1,0,1,1,3,0,1,0,1,1,0,96.28983050847458,-139.1999999999989,49_plus,0.0,0.0,5820.299999999999
Female,0,Yes,Yes,33,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,One year,Yes,Electronic check,93.8,3124.5,0,0,1,0,1,1,3,0,1,0,1,0,1,91.8970588235294,29.09999999999991,25_48,0.0,0.0,3095.4
Male,0,Yes,Yes,67,No,No phone service,DSL,Yes,No,No,No,Yes,Yes,Two year,No,Credit card (automatic),50.9,3281.65,1,0,0,0,1,1,3,1,1,0,1,1,0,48.25955882352941,-128.64999999999964,49_plus,0.0,0.0,3410.2999999999997
Male,0,Yes,No,1,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,23.45,23.45,0,0,0,0,0,0,0,0,0,1,0,0,1,11.725,0.0,0_12,23.45,0.0,23.45
Male,1,No,No,5,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,89.5,477.7,0,0,0,0,1,1,2,0,1,1,0,0,1,79.61666666666666,30.19999999999999,0_12,89.5,89.5,447.5
Male,0,No,No,22,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,100.75,2095.0,1,0,0,0,1,1,3,1,1,1,0,0,1,91.08695652173913,-121.5,13_24,100.75,0.0,2216.5
Female,0,No,No,63,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Two year,No,Bank transfer (automatic),97.45,6253.0,0,1,0,0,1,1,3,0,1,0,1,1,0,97.703125,113.64999999999964,49_plus,0.0,0.0,6139.35
Male,0,Yes,Yes,72,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),83.55,6093.3,1,0,1,1,1,1,5,1,1,0,1,1,0,83.46986301369863,77.70000000000073,49_plus,0.0,0.0,6015.599999999999
Female,0,Yes,Yes,71,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),82.0,5999.85,1,0,1,1,1,1,5,1,1,0,1,1,0,83.33125000000001,177.85000000000036,49_plus,0.0,0.0,5822.0
Male,0,Yes,Yes,29,No,No phone service,DSL,Yes,Yes,Yes,Yes,No,Yes,One year,Yes,Credit card (automatic),55.35,1636.95,1,1,1,1,0,1,5,1,1,0,1,1,0,54.565000000000005,31.799999999999955,25_48,0.0,0.0,1605.15
Female,0,No,No,25,No,No phone service,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,48.25,1293.8,0,0,1,0,1,1,3,0,1,1,0,0,1,49.76153846153846,87.54999999999995,25_48,48.25,0.0,1206.25
Female,1,No,No,27,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,No,Credit card (automatic),88.3,2467.75,0,0,1,0,0,1,2,0,1,1,0,1,0,88.13392857142857,83.65000000000009,25_48,88.3,88.3,2384.1
Female,0,Yes,No,70,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),104.3,7188.5,0,0,1,1,1,1,4,1,1,0,1,1,0,101.24647887323944,-112.5,49_plus,0.0,0.0,7301.0
Male,0,Yes,No,5,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,Yes,Electronic check,85.4,401.1,0,1,0,1,0,0,2,1,0,1,0,0,1,66.85000000000001,-25.899999999999977,0_12,85.4,0.0,427.0
Male,0,Yes,Yes,13,No,No phone service,DSL,Yes,Yes,No,Yes,No,No,Two year,No,Mailed check,40.55,590.35,1,1,0,1,0,0,3,1,0,0,1,0,0,42.167857142857144,63.200000000000045,13_24,0.0,0.0,527.15
Male,0,Yes,Yes,31,Yes,Yes,DSL,No,No,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),59.7,1825.5,0,0,0,0,0,1,1,0,1,1,0,1,0,57.046875,-25.200000000000045,25_48,59.7,0.0,1850.7
Female,0,Yes,No,59,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,Yes,Two year,Yes,Mailed check,100.05,6034.85,0,1,0,1,1,1,4,1,1,0,1,0,0,100.58083333333335,131.90000000000055,49_plus,0.0,0.0,5902.95
